content,nFixations,FFD,TRT,GPT,GD,nFixations_avg,FFD_avg,TRT_avg,GPT_avg,GD_avg
warm-blooded,2,91,183,183,183,2.8333333333333335,104.58333333333333,298.8333333333333,264.8333333333333,198.58333333333334
empathy,2,73,191,915,73,[],[],[],[],[]
disparate,2,113,466,113,113,[],[],[],[],[]
Manhattan,1,138,138,138,138,1.6666666666666667,122.16666666666667,207.83333333333334,201.0,160.83333333333334
denizens,1,133,133,133,133,[],[],[],[],[]
especially,1,132,132,132,132,[],[],[],[],[]
a**holes.,2,196,264,723,264,[],[],[],[],[]
Emperor's,2,110,164,164,164,[],[],[],[],[]
Club,[],[],[],[],[],[],[],[],[],[]
possesses,2,92,165,165,165,2.4166666666666665,102.33333333333333,242.16666666666666,203.33333333333334,190.91666666666666
intentions,2,72,182,150,72,1.3333333333333333,109.75,150.91666666666666,127.58333333333333,109.75
"world,",1,76,76,186,76,1.5,98.66666666666667,165.41666666666666,400.5,131.41666666666666
but...,1,222,222,222,222,[],[],[],[],[]
adds,1,93,93,93,93,[],[],[],[],[]
substantial,2,54,132,132,132,[],[],[],[],[]
depth,1,126,126,126,126,1.5833333333333333,110.83333333333333,173.16666666666666,135.33333333333334,135.33333333333334
shocking,1,100,100,100,100,[],[],[],[],[]
testament,1,99,99,99,99,2.0833333333333335,129.5,249.66666666666666,188.25,182.41666666666666
anti-Semitism,2,105,163,163,163,2.5,121.08333333333333,266.8333333333333,267.5833333333333,209.58333333333334
neo-fascism.,1,100,100,984,100,1.6666666666666667,114.41666666666667,201.91666666666666,769.0,176.16666666666666
LaBute,2,103,185,185,185,[],[],[],[],[]
avoid,3,87,227,87,87,2.25,111.41666666666667,252.66666666666666,161.83333333333334,118.16666666666667
fatal,1,132,132,132,132,[],[],[],[],[]
mistake,2,74,146,227,74,[],[],[],[],[]
modern,2,93,153,93,93,[],[],[],[],[]
era:,1,86,86,86,86,[],[],[],[],[]
He's,1,54,54,54,54,[],[],[],[],[]
changed,4,106,459,106,106,1.9166666666666667,106.16666666666667,200.16666666666666,306.5,115.25
academic,3,141,340,239,141,2.0833333333333335,131.08333333333334,236.75,267.0833333333333,179.83333333333334
Brit,1,83,83,254,83,[],[],[],[],[]
"American,",2,65,161,161,161,[],[],[],[],[]
choice,4,232,497,1098,232,[],[],[],[],[]
upsets,1,99,99,99,99,[],[],[],[],[]
novel's,2,135,212,135,135,[],[],[],[],[]
exquisite,7,94,996,282,94,[],[],[],[],[]
shreds,2,88,182,88,88,[],[],[],[],[]
fabric,1,80,80,80,80,[],[],[],[],[]
biopic,2,70,154,154,154,2.1666666666666665,141.91666666666666,327.3333333333333,179.25,179.25
Crane's,2,104,206,206,206,2.25,125.08333333333333,274.8333333333333,264.0,172.16666666666666
classic,1,139,139,139,139,1.5,112.41666666666667,167.5,297.1666666666667,129.75
tradition,1,100,100,100,100,1.6666666666666667,114.83333333333333,197.41666666666666,156.58333333333334,156.58333333333334
evolves,1,126,126,126,126,[],[],[],[],[]
era,1,143,143,143,143,[],[],[],[],[]
"journalism,",1,99,99,99,99,1.75,123.08333333333333,233.83333333333334,215.66666666666666,147.0
deft,1,114,114,114,114,[],[],[],[],[]
think,1,79,79,79,79,[],[],[],[],[]
Pie,2,130,288,130,130,[],[],[],[],[]
On,[],[],[],[],[],[],[],[],[],[]
Valium.,2,141,245,403,245,[],[],[],[],[]
Gere,1,136,136,136,136,[],[],[],[],[]
merit,[],[],[],[],[],[],[],[],[],[]
"racy,",1,81,81,81,81,[],[],[],[],[]
stops,1,108,108,108,108,[],[],[],[],[]
blood,2,75,125,75,75,[],[],[],[],[]
flow,[],[],[],[],[],[],[],[],[],[]
brain;,1,54,54,54,54,[],[],[],[],[]
"dull,",3,72,285,147,147,[],[],[],[],[]
costumey,3,150,460,755,150,[],[],[],[],[]
feel.,[],[],[],[],[],[],[],[],[],[]
Pianist,2,161,216,161,161,2.6666666666666665,132.0,386.25,225.75,189.5
Polanski's,7,68,774,360,68,3.5,123.08333333333333,435.75,358.25,236.91666666666666
Maybe,1,85,85,85,85,[],[],[],[],[]
Thomas,3,76,342,161,76,2.5833333333333335,81.66666666666667,277.0833333333333,219.08333333333334,119.0
Wolfe,3,59,285,369,59,[],[],[],[],[]
right:,1,82,82,82,82,[],[],[],[],[]
home,1,92,92,529,92,[],[],[],[],[]
again.,[],[],[],[],[],[],[],[],[],[]
"director,",[],[],[],[],[],[],[],[],[],[]
fake,1,73,73,73,73,[],[],[],[],[]
backdrops,1,102,102,102,102,[],[],[],[],[]
stately,1,84,84,84,84,1.6666666666666667,105.08333333333333,187.91666666666666,137.66666666666666,137.66666666666666
"pacing,",1,74,74,74,74,[],[],[],[],[]
settles,3,71,347,200,200,2.1666666666666665,97.08333333333333,218.83333333333334,352.5,142.0
tone.,[],[],[],[],[],[],[],[],[],[]
Why,1,95,95,95,95,[],[],[],[],[]
given,2,131,219,514,131,[],[],[],[],[]
free,1,77,77,77,77,[],[],[],[],[]
reign,[],[],[],[],[],[],[],[],[],[]
project,1,100,100,169,100,[],[],[],[],[]
"wrote,",[],[],[],[],[],[],[],[],[],[]
starred,1,62,62,141,62,[],[],[],[],[]
enjoy,3,101,314,374,101,1.5,118.0,176.58333333333334,156.83333333333334,128.25
rewarded,2,79,181,275,79,2.1666666666666665,111.91666666666667,258.8333333333333,175.25,135.25
assumes,3,77,289,470,77,1.75,112.5,198.83333333333334,255.41666666666666,137.0
aren't,[],[],[],[],[],[],[],[],[],[]
"bright,",1,66,66,251,66,[],[],[],[],[]
Blood,2,105,344,105,105,[],[],[],[],[]
Work,[],[],[],[],[],[],[],[],[],[]
Rudy,1,128,128,128,128,[],[],[],[],[]
Yellow,2,66,158,286,66,2.3333333333333335,125.33333333333333,281.8333333333333,237.33333333333334,141.58333333333334
"Lodge,",1,64,64,64,64,[],[],[],[],[]
Eyre,[],[],[],[],[],[],[],[],[],[]
needs,1,143,143,143,143,[],[],[],[],[]
sweat,1,73,73,73,73,[],[],[],[],[]
clarify,1,244,244,244,244,[],[],[],[],[]
vision,1,92,92,92,92,[],[],[],[],[]
next,1,90,90,90,90,[],[],[],[],[]
remember,2,70,154,154,154,[],[],[],[],[]
lessons,1,97,97,97,97,[],[],[],[],[]
trickster,3,113,476,476,476,[],[],[],[],[]
spider.,[],[],[],[],[],[],[],[],[],[]
showboating,6,64,645,726,141,3.9166666666666665,105.66666666666667,456.0833333333333,337.4166666666667,198.0
wise-cracker,3,119,512,248,248,2.6666666666666665,107.33333333333333,300.8333333333333,308.1666666666667,167.75
stock,2,141,289,141,141,[],[],[],[],[]
old.,1,69,69,511,69,[],[],[],[],[]
Circuit,1,116,116,116,116,[],[],[],[],[]
queens,1,73,73,189,73,2.0833333333333335,135.75,276.75,183.33333333333334,146.33333333333334
won't,1,100,100,100,100,[],[],[],[],[]
learn,[],[],[],[],[],[],[],[],[],[]
they'll,1,67,67,67,67,[],[],[],[],[]
busy,[],[],[],[],[],[],[],[],[],[]
cursing,1,151,151,151,151,1.25,106.0,141.75,167.58333333333334,141.75
strategically,4,218,585,414,414,[],[],[],[],[]
placed,5,97,675,169,97,[],[],[],[],[]
sheets.,1,125,125,906,125,[],[],[],[],[]
wasted,2,107,186,186,186,1.25,111.25,143.33333333333334,134.16666666666666,117.83333333333333
"crass,",1,138,138,138,138,1.25,141.75,160.25,160.66666666666666,146.08333333333334
low-wattage,1,106,106,106,106,1.9166666666666667,127.16666666666667,212.16666666666666,246.16666666666666,184.83333333333334
endeavor.,2,57,270,1128,57,1.8333333333333333,122.66666666666667,247.16666666666666,507.5833333333333,220.16666666666666
Alain,1,74,74,74,74,[],[],[],[],[]
Choquart's,3,71,288,362,166,3.0,98.16666666666667,362.1666666666667,293.4166666666667,134.83333333333334
camera,3,112,315,227,227,[],[],[],[],[]
"moving,",1,84,84,84,84,[],[],[],[],[]
portraying,1,145,145,145,145,[],[],[],[],[]
turmoil,2,102,168,168,168,[],[],[],[],[]
giving,2,88,158,158,158,[],[],[],[],[]
Conduct,2,120,204,120,120,[],[],[],[],[]
perpetual,3,164,354,501,164,[],[],[],[],[]
"urgency,",[],[],[],[],[],[],[],[],[],[]
takes,1,78,78,78,78,[],[],[],[],[]
nearly,1,85,85,85,85,[],[],[],[],[]
"unspool,",1,52,52,165,52,[],[],[],[],[]
irritating.,[],[],[],[],[],[],[],[],[],[]
coming,2,67,220,195,67,[],[],[],[],[]
Harry,4,77,420,77,77,[],[],[],[],[]
Potter,[],[],[],[],[],[],[],[],[],[]
superior,[],[],[],[],[],[],[],[],[],[]
predecessor.,1,102,102,705,102,[],[],[],[],[]
stuck,4,86,553,679,449,[],[],[],[],[]
pig,1,114,114,114,114,[],[],[],[],[]
flails,2,136,248,352,136,[],[],[],[],[]
limply,2,95,221,95,95,1.5833333333333333,122.33333333333333,181.0,190.83333333333334,138.75
bizarre,1,95,95,95,95,[],[],[],[],[]
pallid,[],[],[],[],[],[],[],[],[],[]
horror.,[],[],[],[],[],[],[],[],[],[]
turn,2,88,142,88,88,[],[],[],[],[]
"opera,",1,57,57,57,57,1.4166666666666667,110.58333333333333,156.08333333333334,243.91666666666666,128.91666666666666
"general,",1,87,87,87,87,1.5,101.58333333333333,167.83333333333334,257.3333333333333,143.25
art,1,82,82,82,82,[],[],[],[],[]
form,1,133,133,133,133,[],[],[],[],[]
"spiritual,",[],[],[],[],[],[],[],[],[],[]
wonderfully,[],[],[],[],[],[],[],[],[],[]
vulgar,[],[],[],[],[],[],[],[],[],[]
sublimely,[],[],[],[],[],[],[],[],[],[]
lofty,[],[],[],[],[],[],[],[],[],[]
emotionally,1,101,101,101,101,[],[],[],[],[]
grand,1,80,80,80,80,[],[],[],[],[]
life.,1,63,63,196,63,[],[],[],[],[]
trimmings...,2,96,178,241,96,[],[],[],[],[]
arrive,2,141,233,141,141,[],[],[],[],[]
early,2,84,181,273,84,1.1666666666666667,114.33333333333333,134.0,152.16666666666666,114.33333333333333
stay,1,93,93,93,93,[],[],[],[],[]
"late,",1,116,116,116,116,[],[],[],[],[]
filling,1,114,114,114,114,[],[],[],[],[]
minute...,1,78,78,78,78,[],[],[],[],[]
lighthearted,2,97,191,191,191,[],[],[],[],[]
"glow,",[],[],[],[],[],[],[],[],[],[]
impudent,1,315,315,315,315,[],[],[],[],[]
"snickers,",1,65,65,380,65,[],[],[],[],[]
glorious,[],[],[],[],[],[],[],[],[],[]
dose,[],[],[],[],[],[],[],[],[],[]
humankind's,[],[],[],[],[],[],[],[],[],[]
liberating,[],[],[],[],[],[],[],[],[],[]
triumph,[],[],[],[],[],[],[],[],[],[]
Scrooge,[],[],[],[],[],[],[],[],[],[]
two.,[],[],[],[],[],[],[],[],[],[]
inhospitability,5,92,555,555,555,3.3333333333333335,120.0,400.8333333333333,237.91666666666666,223.33333333333334
land,2,133,217,133,133,[],[],[],[],[]
emphasizes,3,86,291,375,86,[],[],[],[],[]
precision,2,71,185,185,185,[],[],[],[],[]
narratives,2,121,219,219,219,[],[],[],[],[]
helps,1,107,107,107,107,[],[],[],[],[]
atavistic,[],[],[],[],[],[],[],[],[],[]
"power,",[],[],[],[],[],[],[],[],[],[]
tales,1,59,59,262,59,[],[],[],[],[]
handed,2,63,206,63,63,[],[],[],[],[]
down,1,86,86,86,86,[],[],[],[],[]
beginning,1,147,147,1132,147,[],[],[],[],[]
Parker,6,282,817,563,563,[],[],[],[],[]
commended,2,175,289,882,175,[],[],[],[],[]
"material,",2,68,126,267,68,[],[],[],[],[]
determination,4,99,389,300,300,[],[],[],[],[]
true,2,113,191,191,191,[],[],[],[],[]
text,[],[],[],[],[],[],[],[],[],[]
leads,2,84,175,84,84,[],[],[],[],[]
him,[],[],[],[],[],[],[],[],[],[]
adopt,1,98,98,253,98,[],[],[],[],[]
mannered,1,51,51,51,51,[],[],[],[],[]
tone...,1,96,96,96,96,[],[],[],[],[]
dulls,1,91,91,91,91,[],[],[],[],[]
tragedy,[],[],[],[],[],[],[],[],[],[]
story's,[],[],[],[],[],[],[],[],[],[]
core.,[],[],[],[],[],[],[],[],[],[]
"Hard,",2,70,185,70,70,[],[],[],[],[]
"endearing,",5,71,488,486,136,3.3333333333333335,109.33333333333333,425.1666666666667,285.0,206.58333333333334
"caring,",3,120,578,295,295,[],[],[],[],[]
warm.,1,104,104,574,104,[],[],[],[],[]
problem,1,64,64,158,64,[],[],[],[],[]
``difficult'',1,106,106,106,106,1.5,129.91666666666666,198.0,173.0,152.16666666666666
"movies,",1,75,75,75,75,[],[],[],[],[]
ask,[],[],[],[],[],[],[],[],[],[]
meet,1,124,124,124,124,[],[],[],[],[]
halfway,1,92,92,92,92,[],[],[],[],[]
connect,2,86,238,86,86,[],[],[],[],[]
dots,[],[],[],[],[],[],[],[],[],[]
having,1,122,122,452,122,[],[],[],[],[]
things,[],[],[],[],[],[],[],[],[],[]
spelled,[],[],[],[],[],[],[],[],[],[]
out.,[],[],[],[],[],[],[],[],[],[]
Coppola,3,101,420,286,101,1.6666666666666667,92.0,182.33333333333334,179.16666666666666,120.83333333333333
professes,3,93,313,93,93,2.3333333333333335,117.0,285.25,171.16666666666666,149.08333333333334
colorful,2,126,222,126,126,[],[],[],[],[]
pop,1,71,71,197,71,[],[],[],[],[]
junk,1,90,90,186,90,[],[],[],[],[]
classics,2,67,143,228,67,[],[],[],[],[]
unequivocally,2,119,196,196,196,[],[],[],[],[]
qualify,1,109,109,109,109,[],[],[],[],[]
giddily,2,63,133,150,63,[],[],[],[],[]
entertaining.,2,110,167,557,110,[],[],[],[],[]
Both,[],[],[],[],[],[],[],[],[],[]
unusual.,1,118,118,502,118,[],[],[],[],[]
sign,1,108,108,183,108,[],[],[],[],[]
spends,5,76,406,295,76,[],[],[],[],[]
entirety,4,72,370,72,72,[],[],[],[],[]
coma.,1,89,89,1113,89,[],[],[],[],[]
creaky,3,92,337,238,238,2.6666666666666665,96.75,332.75,195.58333333333334,195.58333333333334
staircase,4,69,394,513,69,3.9166666666666665,117.0,543.0833333333334,375.0,152.33333333333334
gothic.,2,88,338,556,88,[],[],[],[],[]
teach,2,89,170,89,89,[],[],[],[],[]
kids,2,52,135,52,52,[],[],[],[],[]
dangers,2,168,292,168,168,[],[],[],[],[]
projects,1,90,90,90,90,[],[],[],[],[]
(unfortunately,3,68,244,142,142,2.6666666666666665,116.0,294.6666666666667,177.16666666666666,165.5
R-rated),1,81,81,81,81,[],[],[],[],[]
Paid.,1,120,120,1178,120,[],[],[],[],[]
WWF,1,83,83,83,83,1.3333333333333333,148.25,188.08333333333334,185.66666666666666,169.41666666666666
"fan,",1,130,130,130,130,[],[],[],[],[]
related,4,81,348,562,81,[],[],[],[],[]
watched,2,83,221,83,83,[],[],[],[],[]
robots,2,94,169,94,94,[],[],[],[],[]
butchered,4,144,300,195,195,[],[],[],[],[]
"A.I.,",3,131,293,131,131,[],[],[],[],[]
Rollerball.,3,70,298,428,298,[],[],[],[],[]
Norton,1,128,128,128,128,[],[],[],[],[]
together.,1,141,141,141,141,[],[],[],[],[]
breathtaking,4,67,519,519,519,[],[],[],[],[]
"ages,",[],[],[],[],[],[],[],[],[],[]
Spirit,2,55,331,55,55,[],[],[],[],[]
tells,1,118,118,118,118,[],[],[],[],[]
poignant,2,77,198,198,198,[],[],[],[],[]
uplifting,1,77,77,77,77,[],[],[],[],[]
fusion,3,60,249,60,60,[],[],[],[],[]
music,1,63,63,63,63,[],[],[],[],[]
images.,2,117,214,679,214,[],[],[],[],[]
bust,2,80,156,263,80,[],[],[],[],[]
gut,1,75,75,75,75,[],[],[],[],[]
intended,2,102,183,183,183,[],[],[],[],[]
surgical,1,107,107,107,107,[],[],[],[],[]
examination,1,93,93,93,93,[],[],[],[],[]
joke,1,137,137,137,137,[],[],[],[],[]
joke.,[],[],[],[],[],[],[],[],[],[]
Largely,3,71,245,141,141,[],[],[],[],[]
for-fans,7,75,875,878,75,[],[],[],[],[]
artifact.,3,101,426,668,213,[],[],[],[],[]
enters,1,77,77,77,77,1.5833333333333333,120.0,190.08333333333334,206.75,132.08333333333334
pantheon,1,140,140,140,140,1.6666666666666667,123.08333333333333,187.91666666666666,187.91666666666666,187.91666666666666
wreckage,2,75,272,272,272,[],[],[],[],[]
includes,[],[],[],[],[],[],[],[],[],[]
Battlefield,[],[],[],[],[],[],[],[],[],[]
Earth,[],[],[],[],[],[],[],[],[],[]
Showgirls.,[],[],[],[],[],[],[],[],[],[]
"25,",2,70,142,70,70,[],[],[],[],[]
IQ,1,64,64,233,64,[],[],[],[],[]
"90,",2,59,317,59,59,[],[],[],[],[]
driver's,1,76,76,76,76,[],[],[],[],[]
"license,",1,83,83,159,83,[],[],[],[],[]
able,1,88,88,346,88,[],[],[],[],[]
solid,2,76,179,179,179,[],[],[],[],[]
draws,2,87,160,160,160,1.8333333333333333,90.25,182.58333333333334,203.66666666666666,126.58333333333333
expedience,3,105,299,105,105,[],[],[],[],[]
became,2,95,192,386,95,[],[],[],[],[]
deadly,1,87,87,87,87,[],[],[],[],[]
foreign,1,52,52,52,52,[],[],[],[],[]
policy.,1,208,208,208,208,[],[],[],[],[]
doofus-on-the-loose,6,188,686,315,315,3.5833333333333335,123.5,440.8333333333333,371.1666666666667,310.9166666666667
banter,3,105,300,549,105,1.3333333333333333,149.58333333333334,187.75,237.16666666666666,162.41666666666666
Welcome,5,212,563,589,303,[],[],[],[],[]
Collinwood,2,91,178,274,91,[],[],[],[],[]
"cocky,",1,112,112,112,112,[],[],[],[],[]
after-hours,3,76,321,374,76,[],[],[],[],[]
loopiness,2,121,222,281,121,[],[],[],[],[]
Graffiti,1,88,88,88,88,2.1666666666666665,121.5,251.0,310.75,186.5
Bridge.,1,99,99,294,99,[],[],[],[],[]
Samuel,2,75,128,128,128,[],[],[],[],[]
Beckett,1,89,89,89,89,2.1666666666666665,94.75,235.41666666666666,120.16666666666667,101.91666666666667
applied,4,53,341,53,53,2.4166666666666665,104.83333333333333,243.33333333333334,147.0,115.91666666666667
Iranian,1,103,103,188,103,[],[],[],[],[]
voting,2,104,361,104,104,1.75,129.16666666666666,219.58333333333334,416.4166666666667,137.75
process.,1,55,55,713,55,[],[],[],[],[]
strangely,3,94,499,161,161,2.1666666666666665,122.0,302.1666666666667,138.75,138.75
brilliantly,2,100,196,100,100,1.75,108.83333333333333,183.16666666666666,156.58333333333334,156.58333333333334
Often,[],[],[],[],[],[],[],[],[],[]
gruelling,[],[],[],[],[],[],[],[],[],[]
heartbreaking,2,76,139,139,139,[],[],[],[],[]
"witness,",1,126,126,185,126,1.5,103.33333333333333,153.66666666666666,175.75,141.08333333333334
Seldahl,1,82,82,82,82,[],[],[],[],[]
Wollter's,[],[],[],[],[],[],[],[],[],[]
sterling,1,107,107,107,107,1.25,123.41666666666667,151.08333333333334,153.33333333333334,131.66666666666666
raise,[],[],[],[],[],[],[],[],[],[]
above,2,134,313,313,313,[],[],[],[],[]
usual,[],[],[],[],[],[],[],[],[],[]
maudlin,[],[],[],[],[],[],[],[],[],[]
disease,[],[],[],[],[],[],[],[],[],[]
movie.,[],[],[],[],[],[],[],[],[],[]
enthralling,3,69,484,165,165,[],[],[],[],[]
documentary...,3,76,195,141,141,1.6666666666666667,99.58333333333333,175.83333333333334,142.33333333333334,118.25
playful,1,115,115,115,115,1.25,109.41666666666667,136.75,133.66666666666666,109.41666666666667
"haunting,",1,126,126,126,126,[],[],[],[],[]
in-depth,[],[],[],[],[],[],[],[],[],[]
iconoclastic,[],[],[],[],[],[],[],[],[],[]
artist,[],[],[],[],[],[],[],[],[],[]
fundamentally,[],[],[],[],[],[],[],[],[],[]
unknowable,[],[],[],[],[],[],[],[],[],[]
closest,1,70,70,443,70,[],[],[],[],[]
friends.,[],[],[],[],[],[],[],[],[],[]
didn't,3,142,364,142,142,[],[],[],[],[]
ongoing,1,144,144,144,144,2.5,101.75,248.66666666666666,145.33333333333334,125.33333333333333
efforts,1,272,272,272,272,[],[],[],[],[]
"Cube,",1,122,122,122,122,[],[],[],[],[]
skinny,1,116,116,116,116,[],[],[],[],[]
buddy,1,64,64,180,64,[],[],[],[],[]
"Epps,",1,86,86,86,86,[],[],[],[],[]
Laurel,1,82,82,82,82,[],[],[],[],[]
Hardy'n,1,70,70,70,70,[],[],[],[],[]
hood.,1,108,108,558,108,[],[],[],[],[]
"guarded,",1,67,67,240,67,[],[],[],[],[]
resentful,1,185,185,185,185,2.3333333333333335,145.0,292.8333333333333,222.08333333333334,205.58333333333334
Betty,[],[],[],[],[],[],[],[],[],[]
manipulative,1,142,142,142,142,1.5833333333333333,124.5,177.08333333333334,177.08333333333334,177.08333333333334
needy,2,82,153,82,82,[],[],[],[],[]
Margot,1,83,83,154,83,1.25,115.0,144.41666666666666,159.66666666666666,125.83333333333333
front,2,86,152,86,86,[],[],[],[],[]
center.,[],[],[],[],[],[],[],[],[],[]
Ford,3,102,411,102,102,[],[],[],[],[]
deserves,5,83,613,1024,228,2.75,107.33333333333333,346.75,303.9166666666667,178.16666666666666
remembered,2,124,256,256,256,1.75,119.25,197.41666666666666,153.08333333333334,153.08333333333334
Oscar,2,113,246,246,246,1.6666666666666667,117.83333333333333,198.66666666666666,264.25,161.58333333333334
crafting,1,187,187,187,187,[],[],[],[],[]
soldier.,[],[],[],[],[],[],[],[],[],[]
essentially,3,71,256,256,256,2.1666666666666665,107.33333333333333,223.66666666666666,233.91666666666666,175.33333333333334
what's,1,194,194,194,194,[],[],[],[],[]
missing,1,101,101,101,101,[],[],[],[],[]
Blackboards,2,80,139,139,139,2.25,114.33333333333333,234.83333333333334,249.33333333333334,178.58333333333334
"bigger,",2,68,206,68,68,[],[],[],[],[]
ultimate,4,139,432,764,432,[],[],[],[],[]
curiosity,4,127,430,127,127,2.9166666666666665,138.33333333333334,375.5833333333333,190.91666666666666,164.08333333333334
memorable,6,108,632,551,180,2.9166666666666665,163.66666666666666,380.8333333333333,475.0833333333333,192.08333333333334
mainly,2,131,230,235,131,[],[],[],[],[]
fritters,2,135,204,135,135,1.5,112.75,154.5,154.16666666666666,143.66666666666666
potentially,4,103,434,103,103,[],[],[],[],[]
interesting,3,154,371,621,154,[],[],[],[],[]
matter,2,77,162,77,77,[],[],[],[],[]
via,1,105,105,105,105,[],[],[],[],[]
banal,1,192,192,192,192,[],[],[],[],[]
unimpressive,[],[],[],[],[],[],[],[],[],[]
indifferent,[],[],[],[],[],[],[],[],[],[]
direction.,1,81,81,1593,81,[],[],[],[],[]
extremely,3,170,348,253,253,2.5833333333333335,124.58333333333333,302.9166666666667,260.6666666666667,160.08333333333334
"work,",[],[],[],[],[],[],[],[],[],[]
inextricably,2,71,171,171,171,1.5833333333333333,106.75,186.83333333333334,177.5,177.5
unavailable,1,114,114,325,114,2.25,190.91666666666666,327.75,422.3333333333333,258.5
rut.,[],[],[],[],[],[],[],[],[],[]
dim-witted,3,204,379,379,379,3.0833333333333335,140.25,407.25,249.66666666666666,249.66666666666666
lazy,1,97,97,97,97,[],[],[],[],[]
spin-off,2,89,143,143,143,1.8333333333333333,104.16666666666667,191.75,330.4166666666667,143.5
Animal,1,104,104,104,104,1.25,123.0,145.58333333333334,141.41666666666666,130.0
Planet,1,67,67,67,67,[],[],[],[],[]
"series,",[],[],[],[],[],[],[],[],[],[]
Crocodile,4,80,407,176,176,1.8333333333333333,118.5,204.66666666666666,170.75,126.5
Hunter,2,83,226,457,83,[],[],[],[],[]
opportunism,3,70,247,149,149,[],[],[],[],[]
glaring.,1,81,81,1002,81,[],[],[],[],[]
"very,",3,91,297,691,91,2.1666666666666665,106.33333333333333,219.58333333333334,334.6666666666667,119.0
good...,1,73,73,73,73,[],[],[],[],[]
runs,1,125,125,125,125,[],[],[],[],[]
mildly,1,106,106,106,106,[],[],[],[],[]
despairingly,3,214,547,547,547,1.9166666666666667,135.58333333333334,254.08333333333334,318.9166666666667,219.0
awful.,[],[],[],[],[],[],[],[],[],[]
"Methodical,",4,66,557,557,557,3.5,101.16666666666667,454.3333333333333,258.5833333333333,258.5833333333333
"measured,",1,91,91,91,91,2.6666666666666665,108.08333333333333,289.5,425.0,144.75
gently,1,83,83,83,83,1.4166666666666667,128.91666666666666,181.83333333333334,136.0,136.0
"comedy,",1,172,172,245,172,[],[],[],[],[]
Secret,1,162,162,162,162,[],[],[],[],[]
Ballot,2,69,151,313,69,[],[],[],[],[]
purposefully,2,96,212,96,96,[],[],[],[],[]
reductive,3,160,360,476,160,[],[],[],[],[]
successful,1,97,97,97,97,[],[],[],[],[]
lodging,2,102,269,102,102,[],[],[],[],[]
itself,[],[],[],[],[],[],[],[],[],[]
brain.,1,53,53,220,53,[],[],[],[],[]
exciting,2,134,207,207,207,[],[],[],[],[]
China,[],[],[],[],[],[],[],[],[],[]
recent,[],[],[],[],[],[],[],[],[],[]
Adam,[],[],[],[],[],[],[],[],[],[]
Sandler's,3,70,379,379,379,[],[],[],[],[]
Eight,[],[],[],[],[],[],[],[],[],[]
Crazy,1,138,138,138,138,1.8333333333333333,119.08333333333333,233.75,153.58333333333334,153.58333333333334
Nights,1,78,78,78,78,[],[],[],[],[]
rash.,1,245,245,245,245,[],[],[],[],[]
"formulaic,",3,111,293,369,179,3.1666666666666665,125.33333333333333,402.75,389.5,230.75
pacing,3,125,268,125,125,[],[],[],[],[]
typical,3,78,271,414,157,[],[],[],[],[]
war-movie,1,141,141,141,141,[],[],[],[],[]
elicit,1,130,130,269,130,[],[],[],[],[]
deja,2,66,135,248,66,[],[],[],[],[]
vu,[],[],[],[],[],[],[],[],[],[]
awe.,1,199,199,199,199,[],[],[],[],[]
"pitiful,",1,150,150,150,150,[],[],[],[],[]
slapdash,3,80,368,355,80,2.3333333333333335,136.91666666666666,363.0833333333333,341.5833333333333,220.58333333333334
disaster.,2,207,283,446,283,1.5,155.75,237.58333333333334,454.3333333333333,201.91666666666666
"stands,",1,109,109,109,109,[],[],[],[],[]
fine,2,69,167,69,69,[],[],[],[],[]
"onscreen,",3,97,305,582,97,2.3333333333333335,119.16666666666667,256.9166666666667,400.25,161.58333333333334
tense,[],[],[],[],[],[],[],[],[],[]
"arguing,",2,64,154,154,154,[],[],[],[],[]
whole,1,273,273,273,273,[],[],[],[],[]
more.,[],[],[],[],[],[],[],[],[],[]
nor,1,90,90,90,90,[],[],[],[],[]
thrilling,2,115,209,209,209,[],[],[],[],[]
be.,[],[],[],[],[],[],[],[],[],[]
Returning,2,70,165,165,165,[],[],[],[],[]
Minkoff...,2,119,226,226,226,[],[],[],[],[]
screenwriter,3,108,258,258,258,2.0,107.58333333333333,217.41666666666666,244.91666666666666,163.91666666666666
Bruce,2,101,196,101,101,1.3333333333333333,112.41666666666667,156.66666666666666,129.0,112.41666666666667
Joel,2,81,134,229,81,[],[],[],[],[]
Rubin...,1,79,79,79,79,[],[],[],[],[]
job,1,102,102,102,102,[],[],[],[],[]
updating,3,80,306,180,180,[],[],[],[],[]
White's,2,129,205,129,129,[],[],[],[],[]
dry,1,76,76,76,76,[],[],[],[],[]
wit,2,78,167,243,78,[],[],[],[],[]
age.,[],[],[],[],[],[],[],[],[],[]
Venezuelans,2,54,160,160,160,2.4166666666666665,110.25,271.0,156.41666666666666,156.41666666666666
"``si,",1,75,75,75,75,[],[],[],[],[]
much'',2,114,208,342,114,1.3333333333333333,107.0,135.33333333333334,201.41666666666666,107.0
``por,[],[],[],[],[],[],[],[],[],[]
"favor,",4,142,487,207,207,[],[],[],[],[]
home'',3,123,332,123,123,[],[],[],[],[]
talking,3,126,303,126,126,[],[],[],[],[]
Americans.,2,67,124,890,67,[],[],[],[],[]
already,6,135,536,438,276,2.1666666666666665,110.66666666666667,237.25,242.0,136.66666666666666
satisfy,1,93,93,93,93,[],[],[],[],[]
malleable,[],[],[],[],[],[],[],[],[],[]
